Id,SalePrice
1461,127680.0669
1462,151303.29
1463,178538.8889
1464,176772.0528
1465,198462.2744
1466,180647.0471
1467,166634.0456
1468,176442.9116
1469,175035.689
1470,119990.0182
1471,177728.5933
1472,95342.43033
1473,96632.76705
1474,144906.6655
1475,121674.2408
1476,465524.4625
1477,264940.4982
1478,326217.775
1479,312478.4288
1480,401430.1492
1481,307786.0212
1482,214427.2969
1483,174202.3313
1484,168030.1256
1485,186464.8619
1486,193545.2795
1487,364877.5439
1488,245220.9366
1489,199979.8328
1490,193695.9684
1491,211884.832
1492,108623.6904
1493,164237.477
1494,297619.3487
1495,286503.5213
1496,197987.4588
1497,176692.2518
1498,152703.0845
1499,151363.4013
1500,158474.9917
1501,176057.8852
1502,154991.6202
1503,274550.7884
1504,238886.6805
1505,202591.6077
1506,174119.1852
1507,221014.2837
1508,197635.5547
1509,173390.9621
1510,153131.0238
1511,151846.7492
1512,157645.5126
1513,160463.9455
1514,145016.7408
1515,155668.9259
1516,172440.393
1517,145183.5441
1518,146148.0821
1519,196284.1462
1520,138336.1298
1521,138654.7198
1522,163498.0906
1523,120656.0818
1524,121173.3856
1525,130824.9577
1526,135625.0487
1527,97192.22693
1528,124871.2136
1529,137900.9235
1530,163770.322
1531,111133.6564
1532,92711.96462
1533,134872.5299
1534,121520.5426
1535,139927.8906
1536,111614.453
1537,85251.03732
1538,151998.1612
1539,174015.0669
1540,129302.8749
1541,148932.2303
1542,133213.1294
1543,173765.7233
1544,85428.571
1545,115733.577
1546,125920.1249
1547,124400.1625
1548,125515.8475
1549,113459.508
1550,146776.5892
1551,105084.1478
1552,121266.3442
1553,139299.5261
1554,111702.1563
1555,174562.4842
1556,127082.0188
1557,122398.191
1558,107194.5724
1559,113649.8135
1560,135874.0422
1561,136299.2685
1562,118140.8244
1563,117580.1767
1564,152120.324
1565,156806.1294
1566,205423.8663
1567,95926.08282
1568,212547.8553
1569,128609.1183
1570,126185.5913
1571,112449.1229
1572,126347.8021
1573,202531.7484
1574,131945.2802
1575,184243.7759
1576,214421.1923
1577,200490.9549
1578,141151.8962
