Id,SalePrice
1461,127879.9528
1462,151556.3753
1463,179707.8911
1464,178550.3005
1465,196976.7277
1466,180801.5849
1467,165947.4991
1468,176554.0083
1469,176263.5063
1470,119906.7163
1471,177306.7786
1472,95226.70982
1473,96846.89825
1474,146114.6014
1475,121865.7294
1476,456809.6993
1477,263531.5629
1478,325995.7907
1479,310489.3052
1480,406963.142
1481,305671.5133
1482,216880.1588
1483,174417.9919
1484,167791.3269
1485,186307.5655
1486,195052.2683
1487,365062.8811
1488,243446.5284
1489,199253.2227
1490,193977.2071
1491,207467.4015
1492,109996.488
1493,163895.1482
1494,299141.4787
1495,285657.7546
1496,198605.0623
1497,179558.331
1498,152581.316
1499,151185.798
1500,158373.4084
1501,176485.8869
1502,154606.4365
1503,276521.1307
1504,239449.6631
1505,201299.1334
1506,174362.6118
1507,222462.0847
1508,197752.1798
1509,172540.2395
1510,151066.7179
1511,150450.1156
1512,156379.7794
1513,162905.5704
1514,142135.7977
1515,156281.757
1516,175065.5938
1517,145761.622
1518,145514.5334
1519,196261.4411
1520,138743.6771
1521,138246.5744
1522,164084.192
1523,120355.0005
1524,122398.296
1525,132214.0248
1526,136565.1692
1527,95554.81616
1528,124259.2949
1529,137635.9232
1530,163375.928
1531,110009.0812
1532,92388.17816
1533,135235.201
1534,122580.0308
1535,139658.5768
1536,111859.5157
1537,84933.20101
1538,152353.017
1539,171828.813
1540,126117.3959
1541,148171.1569
1542,134699.5177
1543,173103.7899
1544,85471.84708
1545,114497.5067
1546,126280.665
1547,126278.8271
1548,127155.3071
1549,113695.4457
1550,147152.0828
1551,104673.6751
1552,121939.747
1553,140188.9727
1554,113652.8081
1555,172388.8909
1556,125895.4855
1557,123649.867
1558,108475.3405
1559,114373.2238
1560,133635.217
1561,136764.7546
1562,118862.6359
1563,118857.9743
1564,152161.1407
1565,156101.0829
1566,206142.8486
1567,95976.22282
1568,211700.5393
1569,134040.3449
1570,126948.9278
1571,113002.2661
1572,125631.3673
1573,203289.9463
1574,135772.7964
1575,185001.4643
1576,215038.3995
1577,200377.6626
1578,141936.3726
1579,145803.1686
1580,204456.672
1581,133560.38
1582,124326.0539
1583,280132.2151
1584,243594.9081
1585,143804.5404
1586,79443.22994
1587,104741.5067
1588,126899.3191
1589,121310.225
1590,126401.1583
1591,96392.9914
1592,109006.4194
1593,117036.8827
1594,131721.0779
1595,133547.7956
1596,220242.5399
1597,184684.1897
1598,226324.0284
1599,173651.8377
1600,181281.7698
1601,60650.46386
1602,106903.0786
1603,93429.19476
1604,271079.8317
1605,267228.1812
1606,164753.8315
1607,193485.0343
1608,211615.7139
1609,189823.413
1610,170813.7846
1611,155687.6029
1612,181312.9741
1613,163599.224
1614,99498.79586
1615,84718.35874
1616,84682.74391
1617,85770.92184
1618,121273.0396
1619,144921.7621
1620,177103.7663
1621,159795.4445
1622,146883.141
1623,242585.7328
1624,204476.4429
1625,121845.1478
1626,170542.0625
1627,182241.9189
1628,285816.1319
1629,184664.2235
1630,271377.4379
1631,232488.4218
1632,247460.0769
1633,181317.0062
1634,179731.8793
1635,179195.6382
1636,166164.4546
1637,176798.5396
1638,214804.4372
1639,181441.6622
1640,249571.6547
1641,180863.8067
1642,217311.7048
1643,239715.5156
1644,239402.2705
1645,168005.8468
1646,158814.234
1647,152403.4587
1648,142401.3582
1649,136107.7697
1650,118146.4739
1651,116713.148
1652,97756.35776
1653,99091.63194
1654,150831.6244
1655,144302.6512
1656,148571.8457
1657,150552.9442
1658,148537.8871
1659,117689.5469
1660,149751.8147
1661,428432.9284
1662,434748.6647
1663,369633.7739
1664,437025.432
1665,344311.5701
1666,327691.3574
1667,374882.6222
1668,337564.5723
1669,302701.9551
1670,373477.2724
1671,222403.7486
1672,388062.8423
1673,308681.9481
1674,253801.1368
1675,185317.2161
1676,185228.5715
1677,192904.3811
1678,414489.3177
1679,355557.3355
1680,308549.5426
1681,264040.3454
1682,327391.4884
1683,181114.9757
1684,182259.5003
1685,178826.1673
1686,171485.6816
1687,185378.6574
1688,185213.4567
1689,191046.9907
1690,188286.7216
1691,183043.3636
1692,312698.9158
1693,183501.7236
1694,178964.4469
1695,181564.0302
1696,269140.9892
1697,175768.4518
1698,331813.0024
1699,299317.7961
1700,234260.0461
1701,277634.7142
1702,261553.683
1703,260893.8057
1704,255992.0234
1705,228193.8944
1706,352692.8054
1707,217553.586
1708,204229.8004
1709,280175.7622
1710,222288.8534
1711,270588.6237
1712,252678.8673
1713,243036.6105
1714,205236.7993
1715,202402.0674
1716,186405.9408
1717,171172.9634
1718,136708.9211
1719,216862.1686
1720,251027.4343
1721,170166.2702
1722,129630.2156
1723,152857.6448
1724,209783.9225
1725,228205.1484
1726,187176.6629
1727,176155.9013
1728,199848.533
1729,174036.0231
1730,150482.8387
1731,131720.8286
1732,127137.8193
1733,120531.6063
1734,131684.1944
1735,125533.1525
1736,123609.5764
1737,286174.1067
1738,219793.4502
1739,235577.4108
1740,185564.9866
1741,177515.8605
1742,174350.2204
1743,177721.0241
1744,234919.95
1745,224087.2969
1746,261525.7272
1747,212267.4858
1748,212165.1064
1749,157975.7834
1750,149677.1519
1751,232845.0252
1752,112184.0883
1753,157746.546
1754,194071.2099
1755,172670.2064
1756,116941.027
1757,118164.691
1758,128119.0484
1759,152944.3203
1760,152632.2239
1761,155121.3893
1762,151133.7998
1763,168035.9835
1764,124730.8567
1765,169516.3723
1766,167290.5849
1767,178720.6313
1768,135322.3261
1769,166106.7657
1770,135254.8042
1771,136813.4259
1772,139764.2375
1773,130441.6855
1774,154292.7133
1775,124484.6624
1776,136096.2915
1777,116761.5651
1778,116961.6703
1779,116383.796
1780,174433.4607
1781,122790.871
1782,90096.70485
1783,130384.3407
1784,101458.4461
1785,106238.6593
1786,130287.1928
1787,149289.973
1788,66206.55012
1789,111972.8369
1790,77856.66156
1791,190231.762
1792,152225.3061
1793,149204.5963
1794,137748.1197
1795,143754.4517
1796,141469.7146
1797,127395.4998
1798,132146.44
1799,105919.0309
1800,137008.7439
1801,121626.3345
1802,146372.5709
1803,161658.6764
1804,138541.2013
1805,139640.1374
1806,119382.6065
1807,154181.6824
1808,134537.7033
1809,117322.7713
1810,142204.7717
1811,109472.3291
1812,119898.957
1813,111884.3457
1814,93519.24129
1815,65748.34557
1816,95890.32126
1817,120392.3541
1818,135727.65
1819,110938.8125
1820,71662.87379
1821,128152.6336
1822,142330.6321
1823,77688.60813
1824,128285.1388
1825,134913.8514
1826,102847.9935
1827,98974.83417
1828,137909.8963
1829,110974.9846
1830,145896.2718
1831,159156.971
1832,127999.1812
1833,142507.5084
1834,122093.4413
1835,132583.6075
1836,134888.8883
1837,86757.26334
1838,131839.1585
1839,80438.68336
1840,150737.2264
1841,132182.3903
1842,104769.4953
1843,140570.3031
1844,145924.7591
1845,150891.4024
1846,158597.4827
1847,175730.109
1848,69601.27608
1849,120771.4822
1850,113113.4381
1851,132148.8957
1852,121037.5449
1853,117646.3133
1854,167805.7021
1855,171281.7632
1856,218395.7533
1857,146259.0612
1858,137491.887
1859,124636.4015
1860,147323.9281
1861,124676.2368
1862,308398.9551
1863,282435.1674
1864,282211.0412
1865,324416.2782
1866,323251.0544
1867,245624.7816
1868,264753.7805
1869,196289.6476
1870,230285.7971
1871,276729.9479
1872,183160.2704
1873,224860.3675
1874,132480.4212
1875,194815.9779
1876,200562.1141
1877,193199.0276
1878,210737.4819
1879,135475.4806
1880,133320.9154
1881,234563.8929
1882,258943.4187
1883,202949.8699
1884,219642.4151
1885,244394.2355
1886,268247.6574
1887,189313.9286
1888,250464.1211
1889,177728.1369
1890,124453.8866
1891,145629.3003
1892,105888.2041
1893,122760.4802
1894,131936.8203
1895,139879.3608
1896,113754.2247
1897,119967.7745
1898,115882.4727
1899,137798.2681
1900,144378.4276
1901,164198.6397
1902,151360.2186
1903,224575.7122
1904,136466.568
1905,194431.8534
1906,160087.844
1907,225795.2587
1908,122447.2552
1909,132205.8309
1910,132903.6456
1911,209318.3806
1912,248013.9246
1913,131658.9271
1914,82777.81913
1915,275377.0793
1916,85496.45634
1917,269961.7991
1918,139614.0853
1919,166220.781
1920,179382.5111
1921,384459.3887
1922,342571.7026
1923,189074.1827
1924,197772.4896
1925,222789.2048
1926,346367.0978
1927,139305.1401
1928,151784.966
1929,122345.0233
1930,137313.2018
1931,138328.4702
1932,160031.749
1933,159861.1837
1934,174488.3956
1935,176818.6017
1936,181386.4439
1937,188046.2718
1938,168190.9451
1939,272510.5977
1940,198400.841
1941,182193.4109
1942,191099.4705
1943,205129.2059
1944,346614.6209
1945,368659.3666
1946,164677.8145
1947,299890.3875
1948,171183.6933
1949,212727.2174
1950,171290.6045
1951,213483.4298
1952,207478.1281
1953,167614.9353
1954,207261.7869
1955,155861.4257
1956,268833.0992
1957,175239.8566
1958,299979.9533
1959,150480.5256
1960,118302.2525
1961,129207.7398
1962,97756.35776
1963,98821.74426
1964,112628.5152
1965,148415.7714
1966,143710.9407
1967,299623.9882
1968,351043.6468
1969,377202.4922
1970,419815.7525
1971,430685.8742
1972,374013.515
1973,269916.4394
1974,322500.6937
1975,403874.6931
1976,258185.6325
1977,370779.4264
1978,375987.1198
1979,294066.3383
1980,193231.4746
1981,320796.4376
1982,225141.9322
1983,225141.9322
1984,167378.8946
1985,204176.9876
1986,208687.287
1987,178753.5088
1988,180510.2309
1989,192537.7953
1990,216469.2778
1991,202653.3527
1992,207591.8397
1993,177626.8771
1994,240705.7324
1995,188324.3817
1996,266720.9126
1997,338464.5334
1998,294299.9057
1999,261034.0726
2000,312739.6101
2001,270812.9217
2002,254925.1983
2003,249021.7555
2004,262859.5148
2005,234704.4825
2006,225040.8824
2007,255565.1581
2008,192278.8866
2009,189411.2191
2010,211983.5281
2011,138371.2469
2012,180218.6354
2013,181442.3777
2014,186418.6555
2015,208863.415
2016,186389.0226
2017,200717.0811
2018,129134.6943
2019,121186.8266
2020,122395.4161
2021,110206.0074
2022,187044.3666
2023,161540.0745
2024,225246.5105
2025,317083.5724
2026,170921.1194
2027,158716.7737
2028,161225.3576
2029,165358.4889
2030,246979.1752
2031,228356.627
2032,239332.7095
2033,224178.3044
2034,161770.0835
2035,207345.7366
2036,187808.177
2037,187575.8834
2038,252015.2717
2039,212584.9635
2040,352816.8945
2041,242494.8394
2042,212659.629
2043,170288.4772
2044,177234.3393
2045,195507.5392
2046,156540.4754
2047,149198.4809
2048,129486.9365
2049,148488.3544
2050,193349.9866
2051,114323.5547
2052,145426.8772
2053,139844.7025
2054,97101.74589
2055,155883.5239
2056,135568.6586
2057,122072.7941
2058,196767.4005
2059,137335.5435
2060,140548.8593
2061,172947.2522
2062,136303.3404
2063,115968.9121
2064,141520.5602
2065,132671.6787
2066,185321.0418
2067,126381.8255
2068,156848.1293
2069,93251.3524
2070,107767.773
2071,82656.25386
2072,138646.0349
2073,141878.2777
2074,162397.7283
2075,146918.7332
2076,110619.9173
2077,140449.6773
2078,131254.7953
2079,132129.2752
2080,125801.1889
2081,125040.7559
2082,137799.4536
2083,139833.9485
2084,113314.5246
2085,136316.5946
2086,135438.3012
2087,127396.1088
2088,109935.3229
2089,89862.81759
2090,124079.6018
2091,116762.8122
2092,125881.0102
2093,132223.989
2094,107858.5268
2095,149289.0382
2096,96567.98483
2097,89954.17835
2098,139318.8999
2099,63534.34498
2100,117914.7213
2101,127112.7598
2102,139017.7798
2103,109669.1724
2104,145899.0666
2105,114528.3235
2106,92209.27109
2107,170838.0866
2108,126912.0354
2109,109509.768
2110,108700.2263
2111,160582.1079
2112,140208.7344
2113,106833.8684
2114,110956.2455
2115,137981.4609
2116,109499.607
2117,134897.1149
2118,123876.3614
2119,107504.5399
2120,102449.675
2121,95873.88498
2122,99396.27725
2123,99037.6626
2124,163011.3459
2125,139981.9877
2126,151803.6555
2127,133141.1251
2128,129744.193
2129,100693.4608
2130,137131.8256
2131,145645.4602
2132,118403.8833
2133,107167.2795
2134,113812.5048
2135,95775.81971
2136,94962.22378
2137,126978.3899
2138,143727.6014
2139,150701.2409
2140,129750.0786
2141,145727.0038
2142,139163.5524
2143,146876.655
2144,121686.7415
2145,127374.2109
2146,155628.8122
2147,157821.0432
2148,124801.1067
2149,141353.7396
2150,221434.7373
2151,122025.8052
2152,135054.0371
2153,128489.6632
2154,116742.8443
2155,120082.6145
2156,220086.9245
2157,203160.3812
2158,237111.6958
2159,235221.6155
2160,193691.1401
2161,258291.6926
2162,313078.2423
2163,327403.8963
2164,255293.1778
2165,184484.4891
2166,144982.354
2167,191209.4552
2168,210146.842
2169,203773.6692
2170,222203.4802
2171,160275.4028
2172,140996.706
2173,171905.7153
2174,241055.3495
2175,282252.5537
2176,298558.2155
2177,240777.0895
2178,241956.9634
2179,145177.0296
2180,217220.3676
2181,195034.9786
2182,231643.0574
2183,195863.1659
2184,131078.3459
2185,140947.566
2186,133911.7636
2187,140300.6487
2188,146898.3933
2189,177163.5893
2190,88001.18026
2191,94886.48448
2192,93864.06566
2193,108425.8447
2194,97334.53946
2195,109228.6471
2196,122123.1274
2197,99498.59803
2198,148050.0071
2199,151325.9848
2200,141900.8335
2201,161174.5845
2202,179867.063
2203,179551.7224
2204,169532.1566
2205,141259.6565
2206,143979.9907
2207,222309.0947
2208,237640.2311
2209,180732.6774
2210,127970.8807
2211,110877.7217
2212,101673.2037
2213,107567.4729
2214,139531.007
2215,104302.5408
2216,150723.4286
2217,89657.67309
2218,95899.27415
2219,83728.45774
2220,81010.6132
2221,275377.0793
2222,217498.7467
2223,304780.429
2224,236253.0997
2225,148430.5473
2226,179696.7932
2227,188996.675
2228,270521.3055
2229,239454.5918
2230,170749.044
2231,236007.4577
2232,186506.3221
2233,174827.9409
2234,225347.2345
2235,196031.7606
2236,240346.6899
2237,320664.6594
2238,207434.2579
2239,128192.8083
2240,158805.6551
2241,151801.3262
2242,127609.3916
2243,128979.7216
2244,87694.34324
2245,88429.36094
2246,149061.944
2247,94507.7998
2248,124500.5631
2249,124488.4965
2250,139694.4106
2251,145984.2031
2252,172986.5262
2253,174055.1483
2254,183915.9611
2255,185914.6838
2256,184897.6273
2257,198632.9355
2258,178440.9583
2259,178367.4586
2260,159709.7583
2261,187109.4059
2262,197780.8255
2263,341502.0896
2264,432196.577
2265,185456.3139
2266,289403.1518
2267,296217.1939
2268,390719.2192
2269,169971.2632
2270,184149.1969
2271,192914.15
2272,194609.611
2273,164156.2301
2274,167594.3896
2275,155795.4908
2276,167685.335
2277,174310.6327
2278,145486.8684
2279,121949.0315
2280,125425.211
2281,175215.4931
2282,172646.41
2283,96065.06542
2284,105856.96
2285,123911.7707
2286,124497.4664
2287,339278.5335
2288,300797.4236
2289,318085.9431
2290,418959.7242
2291,347615.2469
2292,415453.2495
2293,407603.7816
2294,417200.7777
2295,419103.3298
2296,270607.1692
2297,318295.7106
2298,341610.3021
2299,344442.8106
2300,349608.7102
2301,312892.1669
2302,231615.0992
2303,244155.9511
2304,264530.2195
2305,175107.8568
2306,175107.8568
2307,185339.2622
2308,219788.8753
2309,285405.9499
2310,227117.3939
2311,181209.1504
2312,183228.5175
2313,179333.8062
2314,185909.6711
2315,179223.3332
2316,206473.6985
2317,174237.3741
2318,178970.0253
2319,188856.2422
2320,184390.0913
2321,235588.0345
2322,178530.065
2323,173370.8119
2324,180378.8127
2325,196685.5103
2326,178212.4782
2327,210165.4858
2328,219193.7307
2329,183027.5659
2330,182560.6291
2331,322785.7932
2332,413648.6133
2333,302546.495
2334,286209.0438
2335,290968.1029
2336,305892.1868
2337,197942.5627
2338,245741.2363
2339,240543.2877
2340,362365.3834
2341,217936.2896
2342,236490.7581
2343,205847.3776
2344,246722.9501
2345,244873.2213
2346,224818.5796
2347,194088.7364
2348,239250.7533
2349,184882.3378
2350,325194.517
2351,237821.4381
2352,261485.5475
2353,244968.4905
2354,132194.8665
2355,147528.4817
2356,152124.8171
2357,196564.7233
2358,191971.4261
2359,130783.2574
2360,124079.4126
2361,132798.1772
2362,254958.9723
2363,120921.9609
2364,145564.7259
2365,205741.9554
2366,190597.1377
2367,212878.1221
2368,192879.3132
2369,225395.3016
2370,165527.7575
2371,165299.8699
2372,190417.3591
2373,275648.7588
2374,287606.4564
2375,247722.8292
2376,242029.6096
2377,281136.5222
2378,155551.9781
2379,192340.9002
2380,150520.9519
2381,163326.2637
2382,179305.16
2383,204130.1122
2384,230255.2864
2385,155340.624
2386,146422.9543
2387,138981.1015
2388,110590.196
2389,135908.9111
2390,156261.1351
2391,132603.7299
2392,122597.2284
2393,160714.7026
2394,148131.4904
2395,174395.5242
2396,150227.0613
2397,177707.1463
2398,124083.3363
2399,62956.5419
2400,62732.30658
2401,107033.3909
2402,134369.4445
2403,134817.7657
2404,157990.2335
2405,157170.2662
2406,132860.5599
2407,126036.2386
2408,127467.7739
2409,134648.4513
2410,163530.8092
2411,124457.6252
2412,139167.7233
2413,135309.0264
2414,127095.5442
2415,146105.7902
2416,128142.8332
2417,129646.9951
2418,124062.1531
2419,127423.7142
2420,123378.0532
2421,131442.18
2422,119996.9789
2423,119083.7101
2424,139265.5656
2425,191670.2473
2426,106797.0115
2427,134832.6272
2428,170522.18
2429,120083.0114
2430,132016.9781
2431,121412.3403
2432,133174.5206
2433,135966.4062
2434,141171.402
2435,140189.4775
2436,111125.5185
2437,109221.1699
2438,121312.0161
2439,109096.925
2440,121302.9266
2441,96749.78304
2442,98282.89569
